Id,BankId,Afid,DivisionName,SubstationName,BankName,CircuitName,LastChangedBy,DateRevised,CedsaId,CORRECTED CEDSA ID,OperatingVoltageId,SummerLoadFactorId,WinterLoadFactorId,LocationId,SummerNormalOperationalCapabilityAmps,SummerNormalOperationalCapabilityMva,SummerNormalOperationalCapabilityMw,SummerNormalPlanningCapabilityAmps,SummerNormalPlanningCapabilityMva,SummerNormalPlanningCapabilityMw,SummerEmergencyOperationalCapabilityAmps,SummerEmergencyOperationalCapabilityMva,SummerEmergencyOperationalCapabilityMw,SummerEmergencyPlanningCapabilityAmps,SummerEmergencyPlanningCapabilityMva,SummerEmergencyPlanningCapabilityMw,WinterNormalOperationalCapabilityAmps,WinterNormalOperationalCapabilityMva,WinterNormalOperationalCapabilityMw,WinterNormalPlanningCapabilityAmps,WinterNormalPlanningCapabilityMva,WinterNormalPlanningCapabilityMw,WinterEmergencyOperationalCapabilityAmps,WinterEmergencyOperationalCapabilityMva,WinterEmergencyOperationalCapabilityMw,WinterEmergencyPlanningCapabilityAmps,WinterEmergencyPlanningCapabilityMva,WinterEmergencyPlanningCapabilityMw,Notes,TransformerNotes,TransformerDerate,TransformerPlo,TransformerSummerNormalAmps,TransformerSummerEmergencyAmps,TransformerWinterNormalAmps,TransformerWinterEmergencyAmps,DmsGuid
4620,3795,{972E3A38-78E6-11E5-8C7B-9CB70D532D7F},NORTH BAY,SILVERADO,Bank 1,CB 2103,PGE\C7CF,2016-10-27 08:52:23.1299313 -07:00,0434302103,254691101,12,3,3,1,503,19.01,18.82,503,19.01,18.82,600,22.68,22.45,600,22.68,22.45,557,21.05,20.84,557,21.05,20.84,600,22.68,22.45,600,22.68,22.45,,,FALSE,FALSE,793,1031,952,1190,{DC5F6CBC-DBAD-4136-81F6-8C28E80D9E31}
4622,3796,{A0456D8E-78E6-11E5-8C7B-9CB70D532D7F},NORTH BAY,SILVERADO,Bank 2,CB 2104,PGE\C7CF,2016-12-19 15:17:30.6125740 -08:00,0434302104,254691102,12,3,3,1,500,18.9,18.71,500,18.9,18.71,500,18.9,18.71,500,18.9,18.71,500,18.9,18.71,500,18.9,18.71,500,18.9,18.71,500,18.9,18.71,,,FALSE,FALSE,793,1031,952,1190,{34A8F2BB-B413-4836-91FB-28962CBF6D7C}
4623,3796,{A0456DA5-78E6-11E5-8C7B-9CB70D532D7F},NORTH BAY,SILVERADO,Bank 2,CB 2105,PGE\C7CF,2016-10-27 08:51:52.9845640 -07:00,0434302105,252611101,12,3,3,1,503,19.01,18.82,503,19.01,18.82,600,22.68,22.45,600,22.68,22.45,557,21.05,20.84,557,21.05,20.84,600,22.68,22.45,600,22.68,22.45,,,FALSE,FALSE,793,1031,952,1190,{FB5DCEE0-3A92-43E2-8000-5BBE405BA2AD}
4624,2380,{E8FE8E6E-671D-11E5-80CA-005056A729E5},KERN,NORCO,Bank 1 (Non SCADA),CB 1101 (Non-SCADA),PGE\BXYD,2016-10-27 09:00:35.9851381 -07:00,2546901101,252611103,8,3,3,1,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,733,953,879,1099,{E322A105-BACE-4AF5-B30B-C63975CAAF04}
4625,2380,{E8FE8E77-671D-11E5-80CA-005056A729E5},KERN,NORCO,Bank 1 (Non SCADA),CB 1102 (Non-SCADA),PGE\BXYD,2016-10-27 09:02:03.2111281 -07:00,2546901102,043201101,8,3,3,1,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,733,953,879,1099,{7DE053C4-5148-4296-8EC0-D53F371EC75D}
4626,3798,{E8FE8E4A-671D-11E5-80CA-005056A729E5},KERN,MIDWAY,Bank 7 (Non SCADA),CB 1101 (Non-SCADA),PGE\BXYD,2016-10-27 09:16:52.0812638 -07:00,2526101101,043201102,8,3,3,1,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,,,FALSE,FALSE,481,625,577,721,{11862262-CCE0-4968-A04B-88F76C4B60D2}
4627,3798,{E8FE8E50-671D-11E5-80CA-005056A729E5},KERN,MIDWAY,Bank 7 (Non SCADA),CB 1103 (Non-SCADA),PGE\BXYD,2016-10-27 09:17:54.1627955 -07:00,2526101103,252611102,8,3,3,1,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,,,FALSE,FALSE,481,625,577,721,{9CA7207E-DBE4-4388-AA1B-D4FEF3A26C11}
4628,3799,{A659C73A-78E6-11E5-8C7B-9CB70D532D7F},NORTH BAY,STAFFORD,Bank 1,CB 1101,PGE\C7CF,2016-12-19 15:22:05.8931113 -08:00,0432001101,252611104,8,3,3,2,572,12.48,12.36,572,12.48,12.36,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,572,744,687,859,{03EF5D9C-1678-4DEA-8637-E3A66D6C892D}
4629,3800,{A659C74E-78E6-11E5-8C7B-9CB70D532D7F},NORTH BAY,STAFFORD,Bank 2,CB 1102,PGE\C7CF,2016-12-19 15:22:20.8543744 -08:00,0432001102,042301101,8,3,3,2,572,12.48,12.36,572,12.48,12.36,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,572,744,687,859,{963B6837-8833-4A84-8197-67412D9AF868}
4630,3801,{E8FE8E59-671D-11E5-80CA-005056A729E5},KERN,MIDWAY,Bank 8 (Non Scada),CB 1102 (Non-SCADA),PGE\BXYD,2016-10-27 09:30:16.3520593 -07:00,2526101102,013151101,8,3,3,1,481,10.5,10.4,481,10.5,10.4,578,12.61,12.48,578,12.61,12.48,577,12.59,12.46,577,12.59,12.46,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,481,625,577,721,{3BB4392F-85C3-40D3-AF0C-67F79C9385F1}
4631,3801,{E8FE8E62-671D-11E5-80CA-005056A729E5},KERN,MIDWAY,Bank 8 (Non Scada),CB 1104 (Non-SCADA),PGE\BXYD,2016-10-27 09:31:34.9452754 -07:00,2526101104,013151102,8,3,3,1,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,400,8.73,8.64,,,FALSE,FALSE,481,625,577,721,{50DC9025-7E09-4CED-B922-8B8631EF845D}
4632,3803,{AC6A2947-78E6-11E5-8C7B-9CB70D532D7F},NORTH BAY,TULUCAY,Bank 2 (Non SCADA),CB 1101,PGE\C7CF,2016-12-19 15:24:46.4420863 -08:00,0423001101,013151105,8,3,3,1,745,16.26,16.1,745,16.26,16.1,800,17.46,17.29,800,17.46,17.29,800,17.46,17.29,800,17.46,17.29,800,17.46,17.29,800,17.46,17.29,,,FALSE,FALSE,1374,1787,1649,2061,{4D3D3866-3A1B-4C6F-95C8-032CB32FB44F}
4633,3804,{C9E29CA6-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,RADUM,Bank 1,CB 1101,PGE\E2Ma,2016-10-27 13:29:57.0289989 -07:00,0131501101,014241101,8,3,3,1,503,10.98,10.87,477,10.41,10.31,600,13.09,12.96,570,12.44,12.32,557,12.16,12.04,529,11.54,11.42,600,13.09,12.96,570,12.44,12.32,,,TRUE,FALSE,577,750,692,866,{238ACF48-2E1E-45B6-8A31-5E2ED08C7503}
4634,3804,{C9E29CAF-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,RADUM,Bank 1,CB 1102,PGE\E2Ma,2016-10-27 13:29:46.1707029 -07:00,0131501102,013751102,8,3,3,1,503,10.98,10.87,477,10.41,10.31,639,13.95,13.81,607,13.25,13.12,557,12.16,12.04,529,11.54,11.42,674,14.71,14.56,640,13.97,13.83,,,TRUE,FALSE,577,750,692,866,{8E39B800-4690-4297-9E80-E518C14E41D3}
4635,3805,{C9E29CC2-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,RADUM,Bank 2,CB 1105,PGE\E2Ma,2016-10-27 13:29:38.5886169 -07:00,0131501105,013751101,8,3,3,1,566,12.35,12.23,537,11.72,11.6,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,600,13.09,12.96,570,12.44,12.32,,,TRUE,FALSE,577,750,692,866,{BE5F33DE-1FA9-40A2-BDE9-C9283F39D9B5}
4636,3806,{D5F1743D-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SUNOL,Bank 1,CB 1101,PGE\E2Ma,2016-10-27 13:51:05.3438313 -07:00,0142401101,013751103,8,3,3,1,572,12.48,12.36,572,12.48,12.36,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,572,744,687,859,{2239A795-0012-4A7C-AC20-A45C6695C1F1}
4637,3807,{D5F17480-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,VASCO,Bank 1,CB 1102,PGE\E2Ma,2016-10-27 14:03:49.2434872 -07:00,0137501102,082021101,8,3,3,1,384,8.38,8.3,364,7.94,7.86,500,10.91,10.8,475,10.37,10.27,461,10.06,9.96,437,9.54,9.44,577,12.59,12.46,548,11.96,11.84,,,TRUE,FALSE,384,500,461,577,{6E63D9B7-BF66-4F77-B913-73583C52BAA5}
4638,3808,{D5F174A8-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,VASCO,Bank 2,CB 1101,PGE\E2Ma,2016-10-27 14:13:16.0674630 -07:00,0137501101,162471101,8,3,3,1,429,9.36,9.27,407,8.88,8.79,500,10.91,10.8,475,10.37,10.27,500,10.91,10.8,475,10.37,10.27,500,10.91,10.8,475,10.37,10.27,,,TRUE,FALSE,429,558,515,644,{273E8AAF-B0A6-4CD6-A673-8EFAF5E42CDE}
4639,3808,{D5F174C2-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,VASCO,Bank 2,CB 1103,PGE\E2Ma,2016-10-27 14:19:59.1876091 -07:00,0137501103,162471102,8,3,3,1,429,9.36,9.27,407,8.88,8.79,558,12.18,12.06,530,11.57,11.45,515,11.24,11.13,489,10.67,10.56,600,13.09,12.96,570,12.44,12.32,,,TRUE,FALSE,429,558,515,644,{5FEC5DE5-ED2F-44D3-B744-1235B0E1FAD8}
4640,2747,{AB26687C-D1CA-11E5-8ECE-9CB70D532D7F},DE ANZA,LOS GATOS,Bank 2,CB 1101,PGE\MSJ9,2016-11-15 13:09:10.8325275 -08:00,0820201101,083260401,8,3,3,2,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,722,722,722,722,{42FC8484-5C3B-4819-8306-9239107DC7D7}
4641,3809,{2FE3CADD-671D-11E5-80CA-005056A729E5},STOCKTON,BANTA,Bank 1,CB 1101,PGE\DET3,2016-10-27 15:32:58.0715844 -07:00,1624701101,083260402,8,3,3,1,343,7.49,7.42,343,7.49,7.42,446,9.73,9.63,446,9.73,9.63,412,8.99,8.9,412,8.99,8.9,515,11.24,11.13,515,11.24,11.13,,,FALSE,FALSE,343,446,412,515,{7BF95CE4-238E-4203-B6D6-E8D9BD676EBC}
4642,3809,{2FE3CAE5-671D-11E5-80CA-005056A729E5},STOCKTON,BANTA,Bank 1,CB 1102,PGE\DET3,2016-10-27 15:32:40.2999952 -07:00,1624701102,022680401,8,3,3,1,343,7.49,7.42,343,7.49,7.42,446,9.73,9.63,446,9.73,9.63,412,8.99,8.9,412,8.99,8.9,515,11.24,11.13,515,11.24,11.13,,,FALSE,FALSE,343,446,412,515,{DD63B180-465E-4DE3-B414-9CD796395327}
4646,3810,{AA29C2FE-78E9-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,RIO DEL MAR,Bank 1 (Non SCADA),CB 401 (Non-SCADA),PGE\ACT0,2016-10-27 15:11:23.6078238 -07:00,083260401,162471103,4,3,3,2,303,2.29,2.27,303,2.29,2.27,395,2.99,2.96,395,2.99,2.96,364,2.76,2.73,364,2.76,2.73,455,3.44,3.41,455,3.44,3.41,,,FALSE,FALSE,303,395,364,455,{BE2DBE3C-1ED4-4449-B125-D25A80DEEBB8}
4647,3812,{AA29C304-78E9-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,RIO DEL MAR,Bank 2 (Non SCADA),CB 402 (Non-SCADA),PGE\ACT0,2016-10-27 15:18:05.9792924 -07:00,083260402,082021102,4,3,3,2,303,2.29,2.27,303,2.29,2.27,395,2.99,2.96,395,2.99,2.96,364,2.76,2.73,364,2.76,2.73,455,3.44,3.41,455,3.44,3.41,,,FALSE,FALSE,303,395,364,455,{0658C3A8-8A0D-481A-80EE-BF76D9DB8B2A}
4648,4753,{C15E84B9-3D5A-11E6-B38D-D4BED91EFF1A},SAN FRANCISCO,PLYMOUTH,BANK 401 (Non SCADA),CB 401 (Non-SCADA),PGE\DMAL,2017-05-12 21:15:10.5257354 -07:00,022680401,083692104,3,3,3,2,319,2.3,2.28,319,2.3,2.28,400,2.88,2.85,400,2.88,2.85,383,2.76,2.73,383,2.76,2.73,400,2.88,2.85,400,2.88,2.85,,,FALSE,FALSE,319,414,383,478,{70044DD3-531E-4AAC-AD24-ED3974058DF9}
4649,3809,{2FE3CAEA-671D-11E5-80CA-005056A729E5},STOCKTON,BANTA,Bank 1,CB 1103,PGE\DET3,2016-10-27 15:33:31.6011137 -07:00,1624701103,163741102,8,3,3,1,300,6.55,6.48,300,6.55,6.48,300,6.55,6.48,300,6.55,6.48,300,6.55,6.48,300,6.55,6.48,300,6.55,6.48,300,6.55,6.48,,,FALSE,FALSE,343,446,412,515,{CD767225-6346-4F27-A6F9-59CD12C05D19}
4650,2747,{AB26689A-D1CA-11E5-8ECE-9CB70D532D7F},DE ANZA,LOS GATOS,Bank 2,CB 1102,PGE\MSJ9,2016-11-15 16:05:14.2972462 -08:00,0820201102,163741103,8,3,3,2,492,10.74,10.63,492,10.74,10.63,554,12.09,11.97,554,12.09,11.97,560,12.22,12.1,560,12.22,12.1,598,13.05,12.92,598,13.05,12.92,Previous Capability Sheet used 1/0 Cu way load to get capability of 455A,,FALSE,FALSE,722,722,722,722,{15472822-DE28-4D73-88EC-578F97C9CBDA}
4654,3813,{AA29C30D-78E9-11E5-8C7B-9CB70D532D7F},CENTRAL COAST,ROB ROY,Bank 1,CB 2104,PGE\ACT0,2016-10-31 08:41:37.3675450 -07:00,0836902104,163220401,12,3,3,2,541,20.45,20.25,541,20.45,20.25,600,22.68,22.45,600,22.68,22.45,557,21.05,20.84,557,21.05,20.84,600,22.68,22.45,600,22.68,22.45,,,FALSE,FALSE,595,773,714,893,{B780AC5B-8A3F-47C6-80B7-8DB1FA3C54E9}
4655,3815,{36979821-671D-11E5-80CA-005056A729E5},STOCKTON,HERDLYN,Bank 1 (Non SCADA),CB 1102 (Non-SCADA),PGE\BXYD,2017-01-25 17:17:53.4272237 -08:00,1637401102,163220402,8,3,3,1,330,7.2,7.13,330,7.2,7.13,330,7.2,7.13,330,7.2,7.13,330,7.2,7.13,330,7.2,7.13,330,7.2,7.13,330,7.2,7.13,,,FALSE,FALSE,572,744,687,859,{99E7AC41-6713-45ED-9A6F-B843F42A80F9}
4657,3815,{36979824-671D-11E5-80CA-005056A729E5},STOCKTON,HERDLYN,Bank 1 (Non SCADA),CB 1103 (Non-SCADA),PGE\BXYD,2017-01-12 11:56:18.7944657 -08:00,1637401103,163081102,8,3,3,1,183,3.99,3.95,173,3.78,3.74,211,4.6,4.55,200,4.36,4.32,266,5.81,5.75,252,5.5,5.45,284,6.2,6.14,269,5.87,5.81,,,FALSE,FALSE,343,446,412,515,{098AB999-2E46-4E94-A4B4-404F2853D41C}
4660,3818,{464AB076-671D-11E5-80CA-005056A729E5},STOCKTON,STOCKTON ACRES,Bank 1 (Non SCADA),CB 401 (Non-SCADA),PGE\DET3,2016-10-27 17:51:55.9530831 -07:00,163220401,013111102,3,3,3,1,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,,,FALSE,FALSE,520,676,624,780,{62081F46-266E-46DC-8211-E496DF9B4BF1}
4662,3818,{464AB079-671D-11E5-80CA-005056A729E5},STOCKTON,STOCKTON ACRES,Bank 1 (Non SCADA),CB 402 (Non-SCADA),PGE\DET3,2016-10-27 17:56:12.9088123 -07:00,163220402,013111103,3,3,3,1,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,400,2.88,2.85,,,FALSE,FALSE,520,676,624,780,{A78CA728-5D4F-45A5-96D2-2B189720EC5D}
4664,3821,{464AAF6E-671D-11E5-80CA-005056A729E5},STOCKTON,ROUGH AND READY ISLA,Bank 1,CB 1102,PGE\SZC1,2016-10-28 10:06:33.1822452 -07:00,1630801102,013111104,8,3,3,1,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,626,626,626,626,{0D2F70FA-0FED-49D9-96CA-78AAB20759CB}
4666,2410,{C9E29CEF-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SAN LEANDRO,Bank 1,CB 1102,PGE\RDR1,2017-05-11 10:40:29.9549506 -07:00,0131101102,162370406,7,3,3,2,492,10.63,10.52,492,10.63,10.52,554,11.97,11.85,554,11.97,11.85,557,12.03,11.91,557,12.03,11.91,598,12.92,12.79,598,12.92,12.79,The UG cable & riser from the inside of the substation will be replaced with 1100Al EPR cable in 2016/2017 under PM# 30866455,,FALSE,FALSE,2083,2708,2500,3125,{71EC68C7-53DA-4E16-B853-D9A9840F103C}
4668,2410,{CFDD35A9-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SAN LEANDRO,Bank 1,CB 1103,PGE\RDR1,2017-05-11 07:52:42.2701450 -07:00,0131101103,162370407,7,3,3,2,446,9.63,9.53,446,9.63,9.53,549,11.86,11.74,549,11.86,11.74,459,9.91,9.81,459,9.91,9.81,556,12.01,11.89,556,12.01,11.89,Missing Metal Riser for 750Cu P&L. U1103 & U1113 will swap customers in 2017/2018 under capacity project 30866455 & 30866456,,FALSE,FALSE,2083,2708,2500,3125,{32C0AF4D-1E99-4997-A028-A292253CE0B8}
4669,2410,{CFDD35B9-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SAN LEANDRO,Bank 1,CB 1104,PGE\RDR1,2017-05-11 08:11:20.9520577 -07:00,0131101104,162370409,7,3,3,2,383,8.27,8.19,383,8.27,8.19,429,9.27,9.18,429,9.27,9.18,394,8.51,8.42,394,8.51,8.42,442,9.55,9.45,442,9.55,9.45,750Cu P&L cable will be replaced with 1100 Al EPR cable & reuse the existing 1000Al XLP cable (from U1115) in 2016/2017 on PM# 30866455 & 30866456,,FALSE,FALSE,2083,2708,2500,3125,{BE9C9815-0352-493D-8954-35A9859A86B0}
4670,3823,{464AB082-671D-11E5-80CA-005056A729E5},STOCKTON,STOCKTON A,Bank 1 (Non SCADA),CB A406 (Non-SCADA),PGE\SZC1,2017-03-07 14:12:06.1567174 -08:00,162370406,013111110,3,3,3,1,223,1.61,1.59,211,1.52,1.5,248,1.79,1.77,235,1.69,1.67,283,2.04,2.02,268,1.93,1.91,300,2.16,2.14,285,2.05,2.03,,,TRUE,FALSE,1553,2018,1863,2329,{C09B055C-9E8E-4B87-9C9D-53EB50A02A20}
4671,3823,{464AB085-671D-11E5-80CA-005056A729E5},STOCKTON,STOCKTON A,Bank 1 (Non SCADA),CB A407 (Non-SCADA),PGE\SZC1,2016-10-28 11:38:59.6509999 -07:00,162370407,162370410,3,3,3,1,300,2.16,2.14,285,2.05,2.03,378,2.72,2.69,359,2.59,2.56,360,2.59,2.56,342,2.46,2.44,400,2.88,2.85,380,2.74,2.71,,,TRUE,FALSE,1553,2018,1863,2329,{DFC5BADE-3FD3-4BC3-B076-FA4BA7BF177B}
4672,3823,{464AB088-671D-11E5-80CA-005056A729E5},STOCKTON,STOCKTON A,Bank 1 (Non SCADA),CB A409 (Non-SCADA),PGE\SZC1,2017-03-07 14:22:30.0439150 -08:00,162370409,163701109,3,3,3,1,300,2.16,2.14,285,2.05,2.03,378,2.72,2.69,370,2.67,2.64,360,2.59,2.56,342,2.46,2.44,400,2.88,2.85,380,2.74,2.71,,,TRUE,FALSE,1553,2018,1863,2329,{A7DC39EC-9678-4AD2-B64A-ABB0A7A0D123}
4673,2410,{CFDD35C2-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SAN LEANDRO,Bank 1,CB 1110,PGE\RDR1,2017-05-11 08:43:15.1088677 -07:00,0131101110,162370411,7,3,3,2,600,12.96,12.83,600,12.96,12.83,600,12.96,12.83,600,12.96,12.83,600,12.96,12.83,600,12.96,12.83,600,12.96,12.83,600,12.96,12.83,U1110 outlet change was initiated by PM# 30866456 & has been completed under PM# 31109438,,FALSE,FALSE,2083,2708,2500,3125,{E9489F4E-A787-4140-B997-9434E2FEB64F}
4674,3823,{464AB08B-671D-11E5-80CA-005056A729E5},STOCKTON,STOCKTON A,Bank 1 (Non SCADA),CB A410 (Non-SCADA),PGE\SZC1,2017-03-07 14:23:59.2308301 -08:00,162370410,163701110,3,3,3,1,300,2.16,2.14,285,2.05,2.03,326,2.35,2.33,326,2.35,2.33,311,2.24,2.22,311,2.24,2.22,336,2.42,2.4,336,2.42,2.4,,,TRUE,FALSE,1553,2018,1863,2329,{CD0B4A48-C070-4552-9670-0710AB002D5E}
4675,3824,{3C91ADB3-671D-11E5-80CA-005056A729E5},STOCKTON,METTLER,Bank 3 (Non SCADA),CB 1109 (Non-SCADA),PGE\BXYD,2017-01-11 17:25:38.4539632 -08:00,1637001109,163021102,8,3,3,1,417,9.1,9.01,396,8.64,8.55,417,9.1,9.01,396,8.64,8.55,417,9.1,9.01,396,8.64,8.55,417,9.1,9.01,396,8.64,8.55,,,FALSE,FALSE,481,625,577,721,{7AC18777-E353-4C92-BFE6-501805F14E3C}
4676,3823,{464AB08E-671D-11E5-80CA-005056A729E5},STOCKTON,STOCKTON A,Bank 1 (Non SCADA),CB A411 (Non-SCADA),PGE\SZC1,2017-03-07 14:25:36.2802964 -08:00,162370411,163021103,3,3,3,1,233,1.68,1.66,233,1.68,1.66,252,1.82,1.8,252,1.82,1.8,240,1.73,1.71,240,1.73,1.71,259,1.87,1.85,259,1.87,1.85,,,TRUE,FALSE,1553,2018,1863,2329,{50470C52-1E45-467D-B17C-A659D2152766}
4678,3824,{3C91ADB6-671D-11E5-80CA-005056A729E5},STOCKTON,METTLER,Bank 3 (Non SCADA),CB 1110 (Non-SCADA),PGE\BXYD,2017-01-11 17:26:31.5105835 -08:00,1637001110,013111105,8,3,3,1,481,10.5,10.4,475,10.37,10.27,500,10.91,10.8,475,10.37,10.27,500,10.91,10.8,475,10.37,10.27,500,10.91,10.8,475,10.37,10.27,,,FALSE,FALSE,481,625,577,721,{54157DD1-6489-4A33-B4D8-5BA43C161FC6}
4679,3826,{464AB0F7-671D-11E5-80CA-005056A729E5},STOCKTON,TERMINOUS,Bank 1 (Non SCADA),CB 1102 (Non-SCADA),PGE\BXYD,2017-01-11 09:21:15.3533437 -08:00,1630201102,013111106,8,3,3,1,263,5.74,5.68,263,5.74,5.68,343,7.49,7.42,343,7.49,7.42,316,6.9,6.83,316,6.9,6.83,350,7.64,7.56,350,7.64,7.56,,,FALSE,FALSE,263,343,316,395,{D8AE4496-9444-4A19-9C7F-CF960C7A0A0D}
4681,3826,{464AB0FD-671D-11E5-80CA-005056A729E5},STOCKTON,TERMINOUS,Bank 1 (Non SCADA),CB 1103 (Non-SCADA),PGE\TxY6,2016-10-28 14:17:20.8686084 -07:00,1630201103,013111107,8,3,3,1,263,5.74,5.68,263,5.74,5.68,343,7.49,7.42,343,7.49,7.42,316,6.9,6.83,316,6.9,6.83,395,8.62,8.53,395,8.62,8.53,,,FALSE,FALSE,263,343,316,395,{0CBAD509-D870-49FF-9F66-847E440896AE}
4683,3827,{CFDD35E9-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SAN LEANDRO,Bank 2,CB 1105,PGE\RDR1,2017-05-11 12:38:43.4348360 -07:00,0131101105,022721101,7,3,3,2,541,11.68,11.56,541,11.68,11.56,665,14.36,14.22,665,14.36,14.22,557,12.03,11.91,557,12.03,11.91,674,14.56,14.41,674,14.56,14.41,Relay is Microprocessor? Need to confirm..\\hayward01\omc\Hayward_Engr\Hayward\Relay Settings\San Leandro\1105. Rule 20 (30616108) will UG all of 3/0Cu & 715Al on E 14th. with 1100Al EPR,,FALSE,FALSE,2083,2708,2500,3125,{5EE5BA3D-6382-478E-B80C-CF8B202E5141}
4684,3827,{CFDD35F2-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SAN LEANDRO,Bank 2,CB 1106,PGE\RDR1,2017-05-11 13:28:57.6312002 -07:00,0131101106,022721102,7,3,3,2,435,9.4,9.31,435,9.4,9.31,496,10.71,10.6,496,10.71,10.6,492,10.63,10.52,492,10.63,10.52,546,11.79,11.67,546,11.79,11.67,750Cu P&L cable will be replaced in 2017/2018 under PM# 30866456,,FALSE,FALSE,2083,2708,2500,3125,{E749E088-5D64-4247-9605-9CBB6FA746D7}
4685,3827,{CFDD3602-D1CA-11E5-8ECE-9CB70D532D7F},MISSION,SAN LEANDRO,Bank 2,CB 1107,PGE\RDR1,2017-05-11 14:24:17.7182468 -07:00,0131101107,022721106,7,3,3,2,600,12.96,12.83,600,12.96,12.83,750,16.2,16.04,750,16.2,16.04,600,12.96,12.83,600,12.96,12.83,750,16.2,16.04,750,16.2,16.04,,,FALSE,FALSE,2083,2708,2500,3125,{1886286A-1997-4332-891B-41388C5AA76F}
4806,3868,{2C77CAB3-D1C5-11E5-8ECE-9CB70D532D7F},PENINSULA,SNEATH LANE,Bank 1,CB 1101,PGE\C7CF,2016-11-01 14:52:43.4146865 -07:00,0227201101,063131105,8,3,3,2,429,9.36,9.27,429,9.36,9.27,558,12.18,12.06,558,12.18,12.06,515,11.24,11.13,515,11.24,11.13,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,429,558,515,644,{99A5FCBD-F076-43DF-A38C-95D3D6CCADDA}
4807,3868,{2C77CACB-D1C5-11E5-8ECE-9CB70D532D7F},PENINSULA,SNEATH LANE,Bank 1,CB 1102,PGE\C7CF,2016-11-01 14:53:56.0794711 -07:00,0227201102,022580401,8,3,3,2,429,9.36,9.27,429,9.36,9.27,554,12.09,11.97,554,12.09,11.97,515,11.24,11.13,515,11.24,11.13,598,13.05,12.92,598,13.05,12.92,,,FALSE,FALSE,429,558,515,644,{4B7AA85E-3225-4348-B8FB-C80B00181C3B}
4808,3871,{2C77CAFA-D1C5-11E5-8ECE-9CB70D532D7F},PENINSULA,SNEATH LANE,Bank 2,CB 1106,PGE\C7CF,2016-11-01 15:48:43.4908125 -07:00,0227201106,253411101,8,3,3,2,429,9.36,9.27,429,9.36,9.27,558,12.18,12.06,558,12.18,12.06,515,11.24,11.13,515,11.24,11.13,600,13.09,12.96,600,13.09,12.96,,,FALSE,FALSE,429,558,515,644,{B4739688-B516-42FD-8ECF-CE07E2427903}
